"max(X)","min(X)"
0.60102,0.39293
0.60097,0.39325
0.60075,0.3938
0.60063,0.39401
0.60055,0.39408
0.60036,0.39442
0.60025,0.39455
0.60019,0.39475
0.60006,0.39496
0.60003,0.39506
0.59987,0.39529
0.59973,0.39541
0.59987,0.39518
0.59957,0.39555
0.59967,0.39546
0.59936,0.39561
0.59926,0.39567
0.59941,0.39473
0.59921,0.39585
0.5993,0.39518
0.59923,0.39564
0.59942,0.39488
0.59915,0.39627
0.59897,0.39647
0.59904,0.39587
0.59948,0.39479
0.59919,0.39605
0.59905,0.39613
0.59917,0.39579
0.59905,0.3956
0.5992,0.39531
0.5991,0.39536
0.59926,0.39524
0.5992,0.39517
0.59935,0.39511
0.59936,0.39519
0.59939,0.39525
0.5995,0.39506
0.59951,0.395
0.59965,0.39474
0.59976,0.39407
0.59986,0.3946
0.59969,0.3948
0.59966,0.39473
0.59982,0.39449
0.60016,0.39338
0.60019,0.39388
0.60025,0.39396
0.60056,0.39354
0.60047,0.39373
0.60059,0.39335
0.60059,0.39352
0.60123,0.39271
0.60071,0.39298
0.60133,0.39176
0.60073,0.39242
0.60105,0.39273
0.60093,0.39229
0.60087,0.39278
0.60104,0.39211
0.6009,0.39261
0.60097,0.39259
0.60086,0.39268
0.60078,0.3927
0.60093,0.39256
0.6007,0.39264
0.60065,0.39268
0.60042,0.39254
0.6004,0.39291
0.60022,0.39288
0.60009,0.39301
0.60007,0.39273
0.59987,0.39307
0.59961,0.39349
0.59995,0.39205
0.59939,0.39347
0.59914,0.39369
0.59942,0.39221
0.59895,0.39374
0.59918,0.39246
0.59849,0.39353
0.5984,0.39353
0.598,0.39342
0.59785,0.393
0.59756,0.39297
0.59811,0.39136
0.59729,0.39306
0.59699,0.39327
0.59675,0.39328
0.59661,0.3932
0.59632,0.39336
0.59616,0.39311
0.59583,0.39342
0.5958,0.39319
0.5953,0.39359
0.59478,0.39319
0.59553,0.39155
0.59463,0.39364
0.59432,0.39386
0.59448,0.39301
0.59375,0.3939
0.59338,0.3943
0.59308,0.39443
0.59288,0.39432
0.59283,0.39372
0.59225,0.395
0.59241,0.39394
0.59164,0.39543
0.59126,0.3957
0.59095,0.39596
0.59054,0.39623
0.59018,0.3965
0.58986,0.39676
0.58949,0.39698
0.58914,0.39724
0.5888,0.39751
0.58851,0.3976
0.58815,0.39806
0.58793,0.39835
0.58755,0.39858
0.58724,0.39887
0.58759,0.39774
0.58673,0.39927
0.58648,0.39995
0.58633,0.3998
0.58589,0.40016
0.58595,0.3999
0.58548,0.40071
0.58523,0.40089
0.585,0.40123
0.58494,0.4013
0.58458,0.40186
0.58449,0.40186
0.5841,0.40235
0.5838,0.40264
0.58357,0.403
0.58333,0.40319
0.58307,0.40343
0.583,0.40355
0.58262,0.40421
0.58232,0.40429
0.58244,0.40373
0.58201,0.40463
0.58186,0.40492
0.58161,0.40513
0.58144,0.4053
0.58126,0.4055
0.5811,0.4057
0.58106,0.40581
0.5808,0.40631
0.58055,0.40646
0.58034,0.40622
0.58016,0.4063
0.57993,0.40648
0.5799,0.40657
0.57962,0.40687
0.57945,0.40672
0.57927,0.40683
0.57905,0.4067
0.57901,0.407
0.57887,0.40682
0.5786,0.40681
0.57859,0.40691
0.57849,0.40689
0.5784,0.40681
0.57835,0.40675
0.57811,0.40664
0.57809,0.40654
0.57794,0.40644
0.5779,0.40638
0.57769,0.40618
0.57776,0.40606
0.57766,0.40606
0.57765,0.406
0.57758,0.40587
0.57758,0.40571
0.57756,0.40559
0.57753,0.40549
0.57749,0.4054
0.57747,0.40517
0.57799,0.40421
0.57769,0.40496
0.5777,0.40491
0.57759,0.40413
0.57774,0.40454
0.57772,0.40438
0.57775,0.40446
0.5776,0.40401
0.57779,0.40437
0.57769,0.40439
0.57764,0.404
0.57759,0.40419
0.57754,0.40421
0.57749,0.4042
0.57742,0.40427
0.57728,0.40412
0.57736,0.40402
0.57728,0.40415
0.57727,0.40427
0.57723,0.40426
0.57736,0.40368
0.57726,0.40426
0.57734,0.40385
0.57725,0.40419
0.57746,0.40362
0.57728,0.40402
0.57749,0.40405
0.57736,0.40419
0.57732,0.40386
0.57733,0.40403
0.57757,0.40348
0.5774,0.40405
0.5774,0.40409
0.5774,0.40396
0.57732,0.404
0.57734,0.40406
0.57728,0.4041
0.57732,0.40418
0.57748,0.4037
0.57735,0.40418
0.5775,0.40377
0.57738,0.40422
0.57738,0.40428
0.57738,0.40421
0.57736,0.40429
0.57743,0.40395
0.57744,0.40444
0.57734,0.40456
0.57733,0.40465
0.57744,0.40416
0.5773,0.40468
0.57748,0.40426
0.57732,0.40485
0.57758,0.40432
0.57719,0.40478
0.57772,0.40413
0.57735,0.40497
0.57719,0.40478
0.57725,0.40501
0.57709,0.40487
0.57722,0.405
0.57712,0.40523
0.57701,0.40532
0.57699,0.40544
0.57691,0.40486
0.57683,0.40567
0.57665,0.40574
0.57668,0.4053
0.5764,0.40602
0.57651,0.40565
0.57617,0.40632
0.57597,0.4065
0.57575,0.40625
0.57566,0.40679
0.57541,0.40693
0.57533,0.40715
0.57507,0.4072
0.57496,0.40738
0.57472,0.40755
0.57455,0.40789
0.57421,0.40799
0.57412,0.40802
0.57384,0.40828
0.57375,0.4088
0.57363,0.40853
0.57331,0.40893
0.57313,0.40866
0.57281,0.40875
0.57287,0.40887
0.57251,0.40907
0.57249,0.40944
0.57225,0.40965
0.57222,0.40936
0.57184,0.40967
0.57181,0.40964
0.57138,0.40955
0.57145,0.40983
0.57115,0.40975
0.57112,0.40989
0.57089,0.41012
0.57079,0.41025
0.57051,0.41024
0.57047,0.41044
0.57024,0.41044
0.57003,0.41042
0.56998,0.41052
0.56986,0.41063
0.57006,0.41048
0.57027,0.41055
0.57064,0.41089
0.57096,0.41079
0.57171,0.41074
0.57208,0.4104
0.57275,0.41035
0.5732,0.41008
0.57348,0.40968
0.57397,0.40953
0.57431,0.40919
0.57462,0.40891
0.57501,0.40889
0.57529,0.40847
0.5758,0.4087
0.57614,0.40822
0.57654,0.40822
0.57626,0.40758
0.5771,0.40767
0.57706,0.40799
0.57728,0.40834
0.5771,0.40833
0.57748,0.40786
0.57689,0.40866
0.57688,0.40922
0.57653,0.40926
0.57638,0.40989
0.57587,0.40989
0.57624,0.40954
0.57551,0.41062
0.57515,0.41099
0.57464,0.41106
0.57482,0.41129
0.57452,0.4121
0.57455,0.41241
0.57425,0.41284
0.57445,0.41295
0.57415,0.41344
0.57427,0.41361
0.5744,0.41318
0.57422,0.41333
0.57449,0.41369
0.5746,0.41353
0.57486,0.41396
0.57503,0.41386
0.57513,0.4139
0.5755,0.41365
0.57561,0.41419
0.57563,0.41389
0.57577,0.4141
0.57594,0.41418
0.57601,0.41434
0.57606,0.41434
0.57619,0.4149
0.5761,0.41492
0.57598,0.41433
0.57563,0.41456
0.57585,0.41489
0.57587,0.41508
0.57579,0.41518
0.57596,0.41567
0.57583,0.41583
0.57588,0.41515
0.57557,0.41609
0.57532,0.41622
0.57513,0.41649
0.57469,0.41654
0.57514,0.41581
0.57449,0.41676
0.5745,0.41711
0.57409,0.41712
0.57408,0.41762
0.5737,0.41791
0.5732,0.41795
0.57307,0.41836
0.57244,0.41817
0.57248,0.41886
0.57198,0.41905
0.57164,0.4194
0.57119,0.41968
0.57057,0.41973
0.57045,0.42039
0.56999,0.42077
0.56954,0.42109
0.56921,0.42139
0.56883,0.42147
0.56845,0.42183
0.56791,0.42195
0.56769,0.42249
0.56714,0.42274
0.56691,0.42305
0.56643,0.42303
0.56651,0.42345
0.56617,0.42368
0.56583,0.42387
0.56552,0.42407
0.56516,0.42424
0.56492,0.42449
0.56465,0.42468
0.56418,0.42465
0.56424,0.42491
0.56377,0.42479
0.56377,0.42518
0.56358,0.42518
0.56337,0.42526
0.56338,0.42494
0.56301,0.4252
0.56315,0.42546
0.56265,0.42537
0.56292,0.4258
0.56262,0.42547
0.56243,0.42536
0.56191,0.42504
0.56226,0.42547
0.56218,0.42549
0.56212,0.42554
0.56183,0.42535
0.56216,0.42568
0.56203,0.42562
0.56188,0.42561
0.56173,0.42557
0.56179,0.42572
0.56139,0.42558
0.56164,0.42532
0.56132,0.4255
0.56161,0.42587
0.56131,0.42557
0.56157,0.42601
0.5613,0.42583
0.56146,0.42623
0.56103,0.426
0.56114,0.42616
0.56107,0.42636
0.56088,0.4264
0.56078,0.42655
0.56059,0.42664
0.56064,0.42696
0.56041,0.42691
0.56096,0.42662
0.56015,0.42747
0.56121,0.42645
0.5606,0.42684
0.56125,0.4269
0.56036,0.42683
0.56251,0.42443
0.56183,0.42691
0.56215,0.42675
0.56142,0.42651
0.56247,0.42638
0.56215,0.42669
0.56231,0.42733
0.56245,0.42647
0.56228,0.42727
0.56211,0.42735
0.56264,0.42585
0.5623,0.42725
0.56214,0.42689
0.56211,0.42724
0.56217,0.4274
0.56232,0.4277
0.5623,0.42764
0.56194,0.4274
0.56227,0.42764
0.56201,0.42746
0.56267,0.42761
0.56255,0.42786
0.56267,0.42752
0.56242,0.42772
0.56261,0.428
0.56221,0.42785
0.5627,0.42784
0.56248,0.42824
0.56246,0.42823
0.56183,0.42787
0.56293,0.42747
0.56249,0.42755
0.56295,0.42788
0.56271,0.42771
0.56313,0.42814
0.56305,0.42829
0.56325,0.42768
0.5629,0.42833
0.56309,0.42782
0.56273,0.42854
0.56318,0.42811
0.56305,0.42837
0.56321,0.42861
0.5631,0.4288
0.56279,0.42864
0.56307,0.42907
0.56307,0.429
0.56318,0.42925
0.56303,0.42935
0.56289,0.42955
0.56283,0.42974
0.56286,0.42983
0.56296,0.43021
0.56282,0.4304
0.56251,0.43043
0.56298,0.43013
0.56275,0.43055
0.56283,0.43082
0.5626,0.43082
0.56296,0.43124
0.56257,0.43118
0.5636,0.43061
0.56323,0.43094
0.56366,0.43125
0.56368,0.43102
0.56374,0.43176
0.56377,0.43153
0.56391,0.43158
0.56369,0.43138
0.56421,0.43182
0.56347,0.43164
0.56479,0.43097
0.56458,0.43191
0.56452,0.43188
0.56425,0.4316
0.56433,0.4321
0.56383,0.43201
0.56449,0.43191
0.56359,0.432
0.5658,0.42948
0.56432,0.43175
0.56489,0.43202
0.56424,0.43182
0.56434,0.43238
0.56408,0.43231
0.56427,0.43204
0.56367,0.43186
0.56412,0.43231
0.5637,0.43242
0.56349,0.43243
0.56289,0.43229
0.56305,0.43261
0.56259,0.43224
0.56272,0.4327
0.56223,0.43257
0.5622,0.43261
0.56189,0.43277
0.56174,0.43275
0.56141,0.43274
0.56141,0.43267
0.56097,0.4329
0.56088,0.4329
0.56055,0.43281
0.56,0.43222
0.56025,0.43269
0.55972,0.43229
0.56049,0.4315
0.56013,0.43217
0.56003,0.43183
0.55956,0.43153
0.5601,0.43088
0.55977,0.43142
0.55969,0.43147
0.55987,0.43094
0.55991,0.43087
0.55973,0.43018
0.56001,0.43047
0.5595,0.42982
0.56064,0.42773
0.55996,0.42948
0.56012,0.42936
0.55977,0.42879
0.56016,0.42898
0.56012,0.42876
0.56034,0.42882
0.56024,0.42867
0.56011,0.42855
0.55991,0.42859
0.56002,0.42795
0.55985,0.42845
0.56001,0.42802
0.55961,0.42783
0.55986,0.42803
0.55919,0.42757
0.56081,0.42562
0.55967,0.42704
0.5605,0.42776
0.56067,0.42737
0.55999,0.42769
0.56049,0.42727
0.56026,0.42699
0.56032,0.42708
0.55998,0.42691
0.56003,0.42722
0.56,0.42685
0.55994,0.42764
0.56037,0.42645
0.55935,0.42759
0.55927,0.42764
0.55808,0.42793
0.55956,0.42577
0.55876,0.4276
0.55905,0.42748
0.55852,0.42731
0.55856,0.42766
0.55789,0.42744
0.55848,0.42718
0.55814,0.42825
0.55819,0.42765
0.55767,0.42783
0.55768,0.42803
0.55709,0.42786
0.55712,0.42797
0.55701,0.428
0.55701,0.42839
0.55711,0.42746
0.55658,0.42903
0.55645,0.42827
0.55615,0.4286
0.55599,0.4283
0.55581,0.42869
0.55572,0.42793
0.55516,0.42979
0.55493,0.42877
0.55479,0.42916
0.55445,0.4289
0.55462,0.42947
0.55393,0.4293
0.55445,0.42865
