1.17227,3.73201,2.81194,0.251146,5.18766,0.275807,19.0804,4.4185,6.16054,18.0613,230.94,230.94,24.7918,17.3041,230.94,121.959,230.94,122.217,231.602,230.94,230.94,230.94,226.56,126.935,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94
0.214128,0.79431,0.490259,0.0534906,0.970811,0.0517652,2.88471,4.4185,6.16054,2.35466,3.12792,0.294243,2.91185,17.3041,5.75861,0.531858,6.72736,0.450623,0.30713,24.4127,13.4457,16.925,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,120.67,230.94,230.94,284.688,230.94,230.94,230.94,230.94,199.432,203.554,230.94,230.94,229.664,230.94,224.384,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,232.661,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,229.849,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94
0.160073,0.597559,0.35226,0.0392487,0.707446,0.0370522,2.138,0.687033,1.03842,1.70984,2.23749,0.0494551,2.04032,2.00484,0.783772,0.373792,1.06022,0.310397,0.0481668,2.70737,9.26971,1.85133,0.393848,6.88588,8.23257,7.11379,2.60349,0.317511,230.94,230.94,0.36884,16.7972,24.3976,24.3133,230.94,230.94,230.94,230.94,230.94,230.94,230.94,120.158,272.827,230.94,230.94,230.94,230.94,230.94,228.899,230.94,199.962,230.94,230.94,230.94,230.94,230.94,230.94,230.94,206.869,230.94,229.574,230.94,230.94,230.94,230.94,230.646,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,227.828,230.94,230.94,230.94,231.997,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94
0.0250253,0.0857506,0.0548249,0.00501763,0.101277,0.00478021,0.249252,0.487591,0.749538,0.197682,0.230914,0.0354081,0.215443,1.46808,0.553604,0.0272883,0.763024,0.0231847,0.0346583,1.90476,0.411023,1.37702,0.273739,6.88588,0.389727,7.11379,1.84529,0.317511,1.05382,7.54788,0.259838,16.7972,0.852718,230.94,230.94,0.138063,230.94,230.94,230.94,0.134054,0.326972,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,58.7665,230.94,230.94,230.94,230.94,230.94,273.354,230.94,230.94,230.94,234.704,230.94,230.94,230.94,230.94,218.436,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94
0.0250253,0.0857506,0.0548249,0.00501763,0.101277,0.00478021,0.249252,0.071689,0.100422,0.197682,0.230914,0.00430571,0.215443,0.156507,0.241045,0.0272883,0.283237,0.0231846,0.0121752,0.190605,0.411023,0.42257,0.0192784,0.580451,0.389727,0.7679,0.594803,0.0344853,1.05382,0.349347,0.0681752,1.36647,0.852718,1.83217,7.93563,0.138063,0.685629,1.71539,5.51824,0.134054,0.240197,0.258238,12.5672,4.9795,0.121984,2.18979,7.23827,25.0271,2.64575,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,200.016,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,232.392,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,237.35,230.94,230.94,230.94,236.145,230.94,168.239,230.94,230.94
0.0250253,0.0857506,0.0548249,0.00501763,0.101277,0.00478021,0.249252,0.071689,0.100422,0.197682,0.230914,0.00430571,0.215443,0.156507,0.0785927,0.0272883,0.0978966,0.0231847,0.00402227,0.190605,0.411023,0.136498,0.0192784,0.0814335,0.389727,0.0974659,0.176258,0.00390841,1.05382,0.349347,0.0172676,0.128476,0.852718,0.170569,0.591033,0.138063,0.685629,0.325563,0.77005,0.134054,0.0346066,0.016462,1.39665,0.603653,0.121984,2.18979,0.316155,1.84251,2.64575,8.70415,7.84415,0.114489,0.262759,0.333987,230.94,230.94,6.69336,16.9371,230.94,230.94,230.94,230.94,0.111446,8.8158,20.6532,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,231.381,230.94,228.14,230.94,258.144,230.94,230.94,230.94,230.94,230.94,230.94,244.654,230.94,230.94,230.94,230.94,271.531,230.94
0.00109749,0.0038891,0.00983269,0.000216464,0.0183538,0.000836611,0.0103276,0.071689,0.100422,0.0333844,0.00854735,0.00430569,0.0333414,0.156507,0.0785927,0.000944366,0.0978967,0.00331954,0.00402465,0.190605,0.0133282,0.136498,0.0192782,0.0814333,0.0491226,0.0974658,0.176258,0.00390826,0.0269322,0.349347,0.0172678,0.128476,0.0913898,0.170569,0.591032,0.00287851,0.685628,0.325563,0.77005,0.0107418,0.0346069,0.0164617,1.39665,0.603653,0.121984,0.0281901,0.316155,1.84251,0.125072,0.597378,0.771262,0.11449,0.262759,0.0348566,230.94,230.94,0.0688068,1.4474,0.168718,7.31476,1.86358,2.62758,0.111446,8.8158,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94
0.00109749,0.0038891,0.00377966,0.000216464,0.00687803,0.000311805,0.0103276,0.00846966,0.0110696,0.0123303,0.00854754,0.000463543,0.0122555,0.0160576,0.0786018,0.000964918,0.0979055,0.00526199,0.00649272,0.0181778,0.0133285,0.136506,0.00170358,0.081445,0.0185757,0.0974669,0.176264,0.00390814,0.0269281,0.0269363,0.0172781,0.128468,0.0331421,0.170561,0.0826716,0.00288453,0.0446946,0.325566,0.0988123,0.00455331,0.00433993,0.0164631,0.126252,0.603655,0.0061447,0.0281843,0.316162,0.16963,0.0481908,0.597381,0.771271,0.115186,0.0206033,0.0348625,0.0792314,0.570933,0.0688127,1.44739,0.102389,0.314719,1.86358,2.62757,0.111456,0.159484,0.561703,9.45033,0.018771,0.270232,8.13922,0.0282367,0.342739,2.64824,9.11256,7.43997,17.056,0.11091,0.043535,24.5438,0.417385,21.0847,9.21369,0.539953,230.94,230.94,230.94,230.94,230.94,230.94,59.5365,230.94,230.935,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94,230.94
0.00109749,0.0038891,0.00377966,0.000216464,0.00687803,0.000311798,0.0103276,0.00846956,0.011069,0.0123297,0.00854692,0.00046325,0.0122559,0.0160526,0.0124898,0.000947391,0.013861,0.00192683,0.0015972,0.0181313,0.0133282,0.0182834,0.00167484,0.0734714,0.0185768,0.0928908,0.0220117,0.00367555,0.0269345,0.0269393,0.00196823,0.119652,0.0331477,0.158815,0.0826695,0.00288271,0.0447046,0.0324246,0.0987953,0.00411783,0.00393021,0.0152425,0.12626,0.0520238,0.00614019,0.0281899,0.295425,0.169646,0.0481936,0.33492,0.3469,0.00956566,0.0173202,0.014591,0.0782484,0.51494,0.0688118,0.481518,0.107685,0.316463,0.718956,0.0986431,0.102091,0.159494,0.5617,0.604763,0.0187638,0.083138,0.772272,0.0282458,0.0351721,2.48991,0.199988,2.22711,1.50831,0.110913,0.0435257,1.88886,0.417372,6.64174,8.17525,0.539963,0.053767,0.27904,2.71812,230.94,291.843,230.94,230.94,230.94,230.94,230.94,230.94,32.5088,230.94,230.94,230.94,275.477,230.94,230.94
0.00109749,0.0038891,0.00377966,0.000216464,0.00687803,0.000311702,0.0103276,0.00846958,0.0110692,0.0123299,0.00854712,0.000463598,0.0122552,0.0160499,0.0124868,0.000943472,0.0138579,0.00132107,0.000699247,0.0181399,0.0133287,0.0182847,0.00168319,0.0142,0.0185945,0.0145102,0.0220187,0.000696377,0.0269291,0.0269457,0.00213246,0.0184646,0.0331408,0.0228087,0.0743899,0.00290936,0.0447076,0.0324915,0.094711,0.0043096,0.00388511,0.00202003,0.117516,0.052021,0.00616419,0.0281944,0.0335115,0.158516,0.0482003,0.0832472,0.101345,0.00753281,0.0150914,0.00396683,0.199422,0.190969,0.0688142,0.126917,0.102272,0.294818,0.171194,0.0986439,0.00779231,0.159484,0.506394,0.604754,0.0187911,0.0164412,0.772253,0.0284316,0.0353136,0.103689,0.199989,0.317366,1.50833,0.101961,0.0435257,1.88886,0.41735,0.564261,0.210928,0.539956,0.0537549,0.279043,2.57065,0.614875,0.77343,0.738274,0.111708,0.0354739,7.58121,1.68205,1.57375,0.0560865,8.1899,0.851734,2.19956,1.91513,230.94,230.94
