Index | Lambda          | RelErr(|Kx|)    | RelErr(|L*Mx|)
---------------------------------------------------------
6     | 3.80564867e+03  | 2.39221767e-02      
7     | 4.23101573e+03  | 1.96820141e-02      
8     | 3.02657413e+04  | 2.60459029e-02      
9     | 3.50526850e+04  | 2.27515533e-02      
10    | 6.56481902e+04  | 1.79611927e-02      
11    | 8.93223090e+04  | 1.64822377e-02      
12    | 9.38390741e+04  | 1.97968094e-02      
13    | 1.07337873e+05  | 1.50660059e-02      
14    | 1.12935608e+05  | 1.21372937e-02      
15    | 1.18967813e+05  | 1.97697031e-02      
16    | 1.22651903e+05  | 1.54533676e-02      
17    | 1.79047113e+05  | 1.12688043e-02      
18    | 1.82572571e+05  | 1.78444447e-02      
19    | 1.89668065e+05  | 1.44643189e-02      
26    | 3.21266038e+05  | 2.49698064e-02      
27    | 3.46137045e+05  | 1.19586801e-02      
28    | 3.53988289e+05  | 3.44093289e-02      
29    | 4.28117961e+05  | 5.71982178e-02      
30    | 4.33281347e+05  | 4.47224483e-02      
31    | 4.52467887e+05  | 1.31130958e-02      
32    | 4.75698607e+05  | 2.28187347e-02      
33    | 6.08309368e+05  | 1.81577151e-02      
34    | 6.16004098e+05  | 1.36026623e-02      
35    | 6.20139647e+05  | 1.65305718e-02      
36    | 6.26246344e+05  | 1.17284864e-02      
37    | 6.74643671e+05  | 1.63921283e-02      
38    | 6.86613659e+05  | 1.46030144e-02      
39    | 7.30875921e+05  | 1.07885451e-02      
46    | 8.39392724e+05  | 1.20611489e-02      
47    | 8.59332493e+05  | 1.45846143e-02      
48    | 8.74906441e+05  | 1.36588868e-02      
49    | 9.06058651e+05  | 1.02989461e-02      
50    | 9.18831251e+05  | 1.29636395e-02      
51    | 9.49304968e+05  | 1.03593182e-02      
52    | 9.52869679e+05  | 8.40846084e-03      
53    | 1.02726061e+06  | 1.11430362e-02      
54    | 1.03448940e+06  | 7.26817279e-03      
55    | 1.04690588e+06  | 6.14669632e-03      
56    | 1.06254590e+06  | 6.26950610e-03      
57    | 1.10550287e+06  | 7.09022627e-03      
58    | 1.16710245e+06  | 6.81610877e-03      
59    | 1.29403083e+06  | 6.12782784e-03      
66    | 1.64074490e+06  | 4.28363364e-03      
67    | 1.73918786e+06  | 4.86454165e-03      
68    | 1.75557544e+06  | 4.21233610e-03      
69    | 1.81231852e+06  | 4.80469634e-03      
70    | 1.82850398e+06  | 2.52556247e-03      
71    | 1.89177993e+06  | 2.54687236e-03      
72    | 1.89646908e+06  | 3.90897249e-03      
73    | 1.90229352e+06  | 4.00570070e-03      
74    | 1.93735179e+06  | 3.19130613e-03      
75    | 1.95922491e+06  | 3.00529607e-03      
76    | 1.98007455e+06  | 3.32569516e-03      
77    | 1.99088219e+06  | 2.76362664e-03      
78    | 2.07033012e+06  | 5.13938781e-03      
79    | 2.09808277e+06  | 5.12212010e-03      
86    | 2.43840831e+06  | 4.15702992e-03      
87    | 2.45507070e+06  | 3.15686066e-03      
88    | 2.46461384e+06  | 4.56634231e-03      
89    | 2.49408275e+06  | 3.18618844e-03      
90    | 2.54126760e+06  | 3.25092535e-03      
91    | 2.54955990e+06  | 3.70180209e-03      
92    | 2.56108344e+06  | 3.14269002e-03      
93    | 2.56835954e+06  | 3.13561312e-03      
94    | 2.62910959e+06  | 4.01985582e-03      
95    | 2.68324673e+06  | 4.17537354e-03      
96    | 2.73070385e+06  | 5.30581943e-03      
97    | 2.76281227e+06  | 2.67763451e-03      
98    | 2.77641935e+06  | 3.38460783e-03      
99    | 2.78136868e+06  | 4.20513248e-03      
106   | 3.04746908e+06  | 4.42019258e-03      
107   | 3.07571973e+06  | 3.27792375e-03      
108   | 3.07763247e+06  | 3.24854087e-03      
109   | 3.10785205e+06  | 3.73202296e-03      
110   | 3.13262027e+06  | 3.27293209e-03      
111   | 3.21637608e+06  | 1.94717088e-03      
112   | 3.22950526e+06  | 1.81714287e-03      
113   | 3.25223994e+06  | 2.97724912e-03      
114   | 3.27451608e+06  | 2.59544569e-03      
115   | 3.29345463e+06  | 3.35252135e-03      
116   | 3.35279043e+06  | 3.68208375e-03      
117   | 3.38945335e+06  | 3.24314682e-03      
118   | 3.41084545e+06  | 2.50117792e-03      
119   | 3.41604274e+06  | 2.38649795e-03      
126   | 3.79379899e+06  | 9.05928320e-04      
127   | 3.81647227e+06  | 2.97134320e-03      
128   | 3.81858279e+06  | 1.74516386e-03      
129   | 3.85142228e+06  | 3.84330027e-03      
130   | 3.86470894e+06  | 2.45288297e-03      
131   | 3.87556723e+06  | 1.84802804e-03      
132   | 3.92208678e+06  | 2.49777949e-03      
133   | 3.95658977e+06  | 2.63842787e-03      
134   | 4.04050147e+06  | 2.11891559e-03      
135   | 4.08795033e+06  | 2.14481142e-03      
136   | 4.09856417e+06  | 2.31321179e-03      
