index,eigenvalue,residual
631,4.184215052334e+07,9.818229190484e-06
632,4.189704452866e+07,1.106375112745e-05
633,4.200590276811e+07,1.118656099292e-05
634,4.212534278801e+07,1.390459566916e-05
635,4.238853658430e+07,1.363444940614e-05
636,4.242779554440e+07,8.693082184699e-06
637,4.243139643840e+07,1.236703815331e-05
638,4.253313506784e+07,8.732901869040e-06
639,4.268082179689e+07,1.113139410950e-05
640,4.271510036236e+07,9.236493445006e-06
641,4.276351286535e+07,8.334312909946e-06
642,4.288979745365e+07,1.288734602171e-05
643,4.294778674593e+07,1.867286389215e-05
644,4.336776754182e+07,1.429052117984e-05
645,4.340385786296e+07,2.009077717170e-05
646,4.346501572806e+07,1.214932553645e-05
647,4.363004335775e+07,1.037449850560e-05
648,4.377535593472e+07,1.540745825657e-05
649,4.385033811106e+07,1.128164474736e-05
650,4.391822537427e+07,1.337529790386e-05
651,4.403338829682e+07,1.282741316234e-05
652,4.406927815262e+07,1.252505230802e-05
653,4.421377838694e+07,1.706137251754e-05
654,4.429194003916e+07,1.233228845117e-05
655,4.450682260139e+07,1.397340556807e-05
656,4.453646312574e+07,1.455016111114e-05
657,4.468144208035e+07,1.401337042424e-05
658,4.478685967796e+07,1.174023160206e-05
659,4.482498560199e+07,1.241596046371e-05
660,4.485959018946e+07,1.398230698755e-05
661,4.497146334772e+07,1.548318820469e-05
662,4.521270371013e+07,1.472240938609e-05
663,4.542063548676e+07,9.714640761691e-06
664,4.548030109225e+07,2.142482380682e-05
665,4.550234519546e+07,1.149895500679e-05
666,4.578463956598e+07,1.660433685851e-05
667,4.597477209795e+07,1.522704425769e-05
668,4.607270978999e+07,1.588825141015e-05
669,4.614955704580e+07,1.317831851273e-05
670,4.627998660542e+07,1.214065936995e-05
671,4.633596195443e+07,1.482086252115e-05
672,4.648676986879e+07,1.659879328179e-05
673,4.667481924737e+07,1.649528039197e-05
674,4.677202905809e+07,1.284468303939e-05
675,4.700680555503e+07,1.259790899183e-05
676,4.716792751794e+07,1.342132991243e-05
677,4.736967775505e+07,1.381915650808e-05
678,4.744982690528e+07,1.254911311611e-05
679,4.753574810071e+07,1.499149613938e-05
680,4.765056810480e+07,1.396103510552e-05
681,4.780009927855e+07,1.437417330667e-05
682,4.794246780467e+07,1.766609047976e-05
683,4.810325097918e+07,1.520389995103e-05
684,4.811963395801e+07,1.552131546942e-05
685,4.829210226839e+07,1.165419858894e-05
686,4.844739007280e+07,1.677456638595e-05
687,4.875514772431e+07,1.763917809294e-05
688,4.887242302094e+07,3.442802865830e-05
689,4.910080059284e+07,2.628439395386e-05
690,4.924587094322e+07,1.646109611484e-05
691,4.940341987549e+07,1.716756284584e-05
692,4.953811735606e+07,1.626245830568e-05
693,4.973418021338e+07,1.495329220593e-05
694,4.992249724825e+07,1.155235122761e-05
695,4.999770788351e+07,1.501319119909e-05
696,5.005590022933e+07,1.039757853592e-05
697,5.021933612946e+07,1.215116615540e-05
698,5.033159687682e+07,1.741150245981e-05
699,5.042996391479e+07,1.497284479521e-05
700,5.065870320884e+07,1.877136280914e-05
701,5.080119237755e+07,2.102750515434e-05
702,5.091743932130e+07,1.159367560504e-05
703,5.099876962534e+07,1.838862277264e-05
704,5.111763234785e+07,1.638910799454e-05
705,5.125911616855e+07,1.636713689959e-05
706,5.145878725765e+07,1.634034850112e-05
707,5.149294231834e+07,1.594110165978e-05
708,5.159959130769e+07,2.359454008572e-05
709,5.178358892062e+07,1.163813734321e-05
710,5.188717596132e+07,1.691578606912e-05
711,5.200541136247e+07,2.472589117835e-05
712,5.251437342463e+07,1.807894920742e-05
713,5.259041700749e+07,1.545669438188e-05
714,5.281686796921e+07,1.548789676781e-05
715,5.284165816808e+07,1.339645371715e-05
716,5.319836029589e+07,1.895010082414e-05
717,5.331804541022e+07,1.852288814938e-05
718,5.359933189380e+07,1.844860929788e-05
719,5.367121769052e+07,1.919715550120e-05
720,5.396920090238e+07,1.489137170325e-05
721,5.445621600369e+07,2.187444577781e-05
722,5.460406433235e+07,1.604042223934e-05
723,5.469042317249e+07,2.262215210500e-05
724,5.473594564390e+07,1.683642722654e-05
725,5.480426828757e+07,2.327861355130e-05
726,5.506111181495e+07,1.401112151882e-05
727,5.509204683516e+07,1.732726430670e-05
728,5.529913346487e+07,1.694093059039e-05
729,5.538613152940e+07,1.657759624441e-05
730,5.553998416301e+07,1.654053611914e-05
731,5.581770157683e+07,1.883721810181e-05
732,5.594582382619e+07,1.965367394673e-05
733,5.601580236065e+07,1.805609422012e-05
734,5.611197062110e+07,1.792123725044e-05
735,5.637365987123e+07,1.706513338521e-05
736,5.660398826268e+07,1.743753583670e-05
737,5.680482621124e+07,1.759427312268e-05
738,5.699775171034e+07,1.941329558160e-05
739,5.725790084494e+07,2.211405573391e-05
740,5.736045950626e+07,1.788572126381e-05
741,5.745590746905e+07,1.925237199822e-05
742,5.756927701804e+07,1.707704257793e-05
743,5.770229384967e+07,1.700187702999e-05
744,5.808462824541e+07,1.543239603844e-05
745,5.826433109413e+07,1.441299567570e-05
746,5.832838659087e+07,1.636484157538e-05
747,5.835572446417e+07,1.459323397523e-05
748,5.849151593628e+07,1.798353247706e-05
749,5.867933973762e+07,1.591202024626e-05
750,5.872951416276e+07,1.904120453707e-05
751,5.909327101691e+07,1.762069543148e-05
752,5.924953477052e+07,1.677308299287e-05
753,5.935672528760e+07,1.703730296190e-05
754,5.946759615218e+07,2.205795308219e-05
755,5.970041163684e+07,1.720787102837e-05
756,5.978108735135e+07,1.590497452905e-05
757,5.981442317872e+07,1.714004958958e-05
758,5.997276592632e+07,1.708134695025e-05
759,6.001913789677e+07,2.907551726336e-05
760,6.018340570458e+07,2.048607578884e-05
761,6.042785980702e+07,1.989347831232e-05
762,6.055550478101e+07,2.064681675714e-05
763,6.077335104994e+07,1.950365079833e-05
764,6.097486667123e+07,2.289804321969e-05
765,6.107626453282e+07,2.264493567142e-05
766,6.112738366422e+07,3.231794129767e-05
767,6.143378222608e+07,2.574707069555e-05
768,6.147193305334e+07,1.859586012256e-05
769,6.167023902117e+07,2.062573561665e-05
770,6.178859660055e+07,2.225515659980e-05
771,6.192959768352e+07,2.154655365486e-05
772,6.213585591780e+07,2.133045025956e-05
773,6.234444380468e+07,2.117477015539e-05
774,6.250700990253e+07,1.985417585350e-05
775,6.255000637691e+07,2.036657336599e-05
776,6.279055845842e+07,1.959919752965e-05
777,6.283560185342e+07,2.027306287874e-05
778,6.300225431398e+07,1.885408756927e-05
779,6.313397901043e+07,2.038022744521e-05
780,6.339583539567e+07,1.784759965632e-05
781,6.355763741963e+07,1.971670363775e-05
782,6.371216826472e+07,2.259018084215e-05
783,6.380735083059e+07,1.853533341903e-05
784,6.385362092030e+07,1.812301318138e-05
785,6.392148098911e+07,2.360774930081e-05
786,6.416729978252e+07,1.994102516232e-05
787,6.441153038891e+07,1.628588992826e-05
788,6.459865842052e+07,2.192152203781e-05
789,6.471792419370e+07,1.832830795218e-05
790,6.474903460014e+07,1.816512581397e-05
791,6.486879886870e+07,2.361637478070e-05
792,6.522037658600e+07,1.600938793166e-05
793,6.533815356247e+07,2.367362920240e-05
794,6.553563999317e+07,1.895796632306e-05
795,6.558325617558e+07,1.960228321143e-05
796,6.559807477328e+07,2.201478438458e-05
797,6.583362376247e+07,1.500785189880e-05
798,6.609770233703e+07,2.076114713377e-05
799,6.626296795771e+07,3.244026031054e-05
800,6.646878226119e+07,2.185282489143e-05
801,6.658153388445e+07,3.704261927853e-05
802,6.684881215415e+07,2.367020961661e-05
803,6.725647342959e+07,1.858488836895e-05
804,6.742947603463e+07,2.397865997067e-05
805,6.750420033799e+07,1.870525643593e-05
806,6.762039664774e+07,1.872027790886e-05
807,6.784890425061e+07,2.061672010782e-05
808,6.805090764793e+07,1.820223083002e-05
809,6.840688903374e+07,2.060309389425e-05
810,6.852267766198e+07,1.965693857022e-05
811,6.859425614612e+07,1.660551291953e-05
812,6.870293513921e+07,1.475451629896e-05
813,6.877585620531e+07,2.084541285089e-05
814,6.898649759551e+07,2.223771689138e-05
815,6.910543710224e+07,1.541883888136e-05
816,6.931223677029e+07,2.197129470715e-05
817,6.957313572816e+07,2.308574862963e-05
818,6.965942426989e+07,2.111093918283e-05
819,6.974942718002e+07,2.140893036321e-05
820,6.993940703559e+07,1.790427714698e-05
821,7.001464884002e+07,2.087190952676e-05
822,7.027059977181e+07,1.721954359467e-05
823,7.039674292380e+07,2.695328951284e-05
824,7.068224734795e+07,1.970851029581e-05
825,7.090245559016e+07,2.138155852398e-05
826,7.096681492733e+07,2.435293579207e-05
827,7.115381752447e+07,1.696781045905e-05
828,7.146176523351e+07,1.452354497142e-05
829,7.162806238731e+07,1.692303942120e-05
830,7.165970115262e+07,2.020732384936e-05
831,7.203929314976e+07,2.237056305744e-05
832,7.248237166828e+07,1.467927397711e-05
833,7.252792307058e+07,1.951267336382e-05
834,7.278545456202e+07,1.638972317249e-05
835,7.294168409442e+07,1.942972238036e-05
836,7.329890193279e+07,1.872963185674e-05
837,7.350395626747e+07,1.996776395335e-05
838,7.374052729990e+07,1.740477333989e-05
839,7.389508414829e+07,1.796190773409e-05
840,7.424427612858e+07,2.141585379531e-05
841,7.442400351248e+07,2.285879097992e-05
842,7.476496725825e+07,1.425908364921e-05
843,7.506553889690e+07,2.431642053360e-05
844,7.524828509297e+07,2.461386733926e-05
845,7.537427471960e+07,2.042551762659e-05
846,7.576953855677e+07,2.461858774335e-05
847,7.601677520553e+07,1.905486665652e-05
848,7.611947981752e+07,1.890588794795e-05
849,7.636843406525e+07,2.148848746851e-05
850,7.670251751606e+07,2.231213095626e-05
851,7.677714029604e+07,2.073129271596e-05
852,7.722093123847e+07,2.334368012301e-05
853,7.752853623646e+07,1.782217592035e-05
854,7.760854488688e+07,2.265864638344e-05
855,7.780891658585e+07,2.325342432481e-05
856,7.814701488716e+07,2.325782641733e-05
857,7.816983175736e+07,2.024795877625e-05
858,7.835308192332e+07,2.339055324914e-05
859,7.872838509964e+07,2.164492380233e-05
860,7.885159891724e+07,2.212787614688e-05
861,7.895793068966e+07,1.869194196952e-05
862,7.923184671843e+07,1.997866387516e-05
863,7.975118989641e+07,2.474641852457e-05
864,7.988234926943e+07,1.644976218201e-05
865,7.997681523386e+07,2.151374033039e-05
866,8.004742570308e+07,2.185153700252e-05
867,8.035173196625e+07,1.994609807217e-05
868,8.058614614223e+07,2.196173519100e-05
869,8.082419939694e+07,1.655601423231e-05
870,8.117004031653e+07,2.547242895114e-05
871,8.136674068163e+07,2.242432215911e-05
872,8.167648695784e+07,2.231318470550e-05
873,8.172701319724e+07,2.890972482386e-05
874,8.209920874172e+07,1.788157453147e-05
875,8.224024588520e+07,2.054876225781e-05
876,8.245537745414e+07,2.126748659436e-05
877,8.260615631168e+07,2.231744089613e-05
878,8.292447145871e+07,2.498015963471e-05
879,8.318981390813e+07,2.191648448517e-05
880,8.349960244658e+07,2.225733851432e-05
881,8.381518388131e+07,2.252582713570e-05
882,8.410565654586e+07,2.016145793711e-05
883,8.417899469412e+07,1.768063012501e-05
884,8.435853494934e+07,2.154224146590e-05
885,8.447517666281e+07,1.929154978065e-05
886,8.457409240087e+07,1.971884132194e-05
887,8.491362906324e+07,1.915657898305e-05
888,8.517678059292e+07,2.456547305200e-05
889,8.549554897095e+07,2.630613926385e-05
890,8.559788215013e+07,2.662216916248e-05
891,8.577080647531e+07,2.485578177112e-05
892,8.603195248909e+07,2.004501746530e-05
893,8.647665746486e+07,2.077323834124e-05
894,8.691906301594e+07,2.143647655976e-05
895,8.722261840198e+07,2.044659671941e-05
896,8.733181186508e+07,2.188519675435e-05
897,8.736461576284e+07,2.136608293726e-05
898,8.767566013230e+07,2.034997007424e-05
899,8.813090978414e+07,1.944713985904e-05
900,8.819689701933e+07,2.304607415013e-05
901,8.868479414094e+07,2.220915067336e-05
902,8.881261612147e+07,2.403438371103e-05
903,8.905151917210e+07,2.680303190223e-05
904,8.950916872416e+07,2.712917669147e-05
905,8.972145929730e+07,2.056337777576e-05
906,9.009716077465e+07,2.548844054750e-05
907,9.024425841093e+07,2.595327120619e-05
908,9.043781703693e+07,2.196413682877e-05
909,9.054877523991e+07,2.146116545884e-05
910,9.075623546534e+07,2.227203086327e-05
911,9.107926381763e+07,2.689080457713e-05
912,9.148651697042e+07,2.397722984014e-05
913,9.165372443852e+07,2.413021133251e-05
914,9.179084840062e+07,2.030437988789e-05
915,9.212485397552e+07,2.247240018168e-05
916,9.228881974869e+07,2.594278950794e-05
917,9.272117713085e+07,2.324273281395e-05
918,9.305878855653e+07,2.359710676943e-05
919,9.323848378475e+07,2.103835426201e-05
920,9.336907965288e+07,2.758008302321e-05
921,9.369892232018e+07,2.334153054556e-05
922,9.400779778615e+07,2.431322265478e-05
923,9.436849332950e+07,2.060259344343e-05
924,9.446144339533e+07,1.922960446606e-05
925,9.470614191509e+07,2.243677023814e-05
926,9.511948493052e+07,2.240183583328e-05
927,9.529656933431e+07,2.102179253985e-05
928,9.574729215440e+07,2.441318601351e-05
929,9.610153868420e+07,2.046017997637e-05
930,9.619991575072e+07,2.234631982358e-05
931,9.654795218753e+07,2.537041199093e-05
932,9.686968047830e+07,2.429870124900e-05
933,9.729410539046e+07,2.495385465069e-05
934,9.763570195556e+07,1.871292812038e-05
935,9.788957168116e+07,2.376524535840e-05
936,9.813557364000e+07,3.063870017556e-05
937,9.852199034415e+07,1.889743791635e-05
938,9.893138749378e+07,1.840194350511e-05
939,9.923358418562e+07,2.186330149380e-05
940,9.938775480519e+07,2.360491273923e-05
941,9.947937423002e+07,2.038271553312e-05
942,1.000799538610e+08,2.248355475068e-05
943,1.003908730823e+08,2.064835084524e-05
944,1.005932285569e+08,2.430443548773e-05
945,1.008060821785e+08,2.171492444219e-05
946,1.008836476685e+08,2.980456377302e-05
947,1.013970886766e+08,2.160599623168e-05
948,1.017201231898e+08,2.020088005525e-05
949,1.020596442514e+08,2.217343434982e-05
950,1.024767790125e+08,2.126529621998e-05
951,1.030873030501e+08,2.291754313540e-05
952,1.036842571164e+08,2.314197852737e-05
953,1.037823799070e+08,2.147387987977e-05
954,1.041856605918e+08,2.418408983027e-05
955,1.049228489979e+08,2.074423803882e-05
956,1.053153944978e+08,2.194991388599e-05
957,1.055441815005e+08,2.197836173914e-05
958,1.061528456557e+08,2.362659475978e-05
959,1.075675125960e+08,2.209084471579e-05
960,1.079975693066e+08,2.103675459884e-05
961,1.081863450144e+08,2.214435580356e-05
962,1.085314617789e+08,2.157796822731e-05
963,1.089391282468e+08,2.266351198442e-05
964,1.094125320782e+08,2.003590000667e-05
965,1.097540773268e+08,2.298616390132e-05
966,1.102660679233e+08,2.164038484320e-05
967,1.116326452905e+08,2.266756107539e-05
968,1.118096132549e+08,2.496393232005e-05
969,1.121536561384e+08,2.966850384769e-05
970,1.131515484017e+08,2.202874578877e-05
971,1.133687943241e+08,2.306813576784e-05
972,1.141549005701e+08,2.151237430369e-05
973,1.142022523676e+08,2.505848856634e-05
974,1.146717997523e+08,2.264533971699e-05
975,1.161601066318e+08,2.387620479013e-05
976,1.163682214341e+08,2.814617276363e-05
977,1.171183735886e+08,2.774048148616e-05
978,1.172980183141e+08,2.693512974289e-05
979,1.176688201760e+08,2.417133791402e-05
980,1.177727733672e+08,2.374281179332e-05
981,1.181827804044e+08,2.622824056230e-05
982,1.183655557578e+08,3.112986226803e-05
983,1.188730472034e+08,3.302428219061e-05
984,1.198757209248e+08,2.625853568192e-05
985,1.203600627121e+08,2.312417248801e-05
986,1.207280530758e+08,2.468243162298e-05
987,1.212056032517e+08,2.555545916548e-05
988,1.218265129115e+08,2.415815787152e-05
989,1.223192931548e+08,2.916895144483e-05
990,1.226756806917e+08,2.356563119348e-05
991,1.229928166940e+08,2.551561716248e-05
992,1.232906590727e+08,3.184131280577e-05
993,1.237480810410e+08,2.570631239125e-05
994,1.244541539220e+08,2.470609265218e-05
995,1.248533482512e+08,2.297201719086e-05
996,1.253622451443e+08,2.277056510737e-05
997,1.263018637615e+08,2.413867346140e-05
998,1.265056419346e+08,2.196369983275e-05
999,1.272795495624e+08,2.532775972523e-05
1000,1.278313573327e+08,2.543680674466e-05
1001,1.282805058238e+08,2.726755253380e-05
1002,1.284321407067e+08,2.321344316273e-05
1003,1.292429776147e+08,2.213147158239e-05
1004,1.296212263147e+08,2.363137517811e-05
1005,1.299900227413e+08,2.402471115514e-05
1006,1.302220905977e+08,2.176372905101e-05
1007,1.303082766768e+08,2.347034765087e-05
1008,1.307608382655e+08,2.224390260200e-05
1009,1.314317960443e+08,2.211907482016e-05
1010,1.318158505641e+08,2.244762267790e-05
1011,1.319636174851e+08,2.522127741266e-05
1012,1.325126356628e+08,2.277030646831e-05
1013,1.329602691803e+08,2.326555840336e-05
1014,1.335129223748e+08,2.392905986319e-05
1015,1.341741470237e+08,2.248254946564e-05
1016,1.344515857637e+08,2.169272100424e-05
1017,1.349796823799e+08,2.308322601096e-05
1018,1.356841039687e+08,2.484185687841e-05
1019,1.361591937701e+08,2.510242117028e-05
1020,1.362392416812e+08,2.258015713502e-05
1021,1.363903616477e+08,2.669403052155e-05
1022,1.366158155569e+08,2.241096494516e-05
1023,1.368867212552e+08,2.313714899339e-05
1024,1.375356237734e+08,2.350473249069e-05
1025,1.380558692892e+08,2.327492687010e-05
1026,1.386631280534e+08,2.510586596377e-05
1027,1.388173286288e+08,2.393173066674e-05
1028,1.389818333897e+08,2.567939727628e-05
1029,1.397518499229e+08,2.386078951851e-05
1030,1.402233249817e+08,2.173473721816e-05
1031,1.403932222592e+08,2.333635444078e-05
1032,1.406209731080e+08,2.640781175200e-05
1033,1.410637533010e+08,2.368725365239e-05
1034,1.415535655420e+08,2.248708284279e-05
1035,1.419482855007e+08,2.537669720090e-05
1036,1.423881959466e+08,2.202565729358e-05
1037,1.427684371613e+08,2.555574031995e-05
1038,1.431577663532e+08,2.339515809716e-05
1039,1.433772649137e+08,2.445533304908e-05
1040,1.437794533879e+08,2.333861505868e-05
1041,1.441161573447e+08,2.345634764343e-05
1042,1.449129721996e+08,2.189864354612e-05
1043,1.453096417442e+08,2.341439906794e-05
1044,1.457287140518e+08,2.342906311256e-05
1045,1.462917024600e+08,2.343357796258e-05
1046,1.469103498637e+08,2.360455551174e-05
1047,1.471265887220e+08,2.206271551155e-05
1048,1.473024931074e+08,2.202891289609e-05
1049,1.474797090127e+08,2.114476958446e-05
1050,1.480101418918e+08,2.199430315002e-05
1051,1.487587200493e+08,2.218350057518e-05
1052,1.492147675257e+08,2.475169664015e-05
1053,1.497526231008e+08,2.384223459188e-05
1054,1.501004267523e+08,2.414901856841e-05
1055,1.505105643389e+08,2.247136554237e-05
1056,1.509033531226e+08,2.344329253458e-05
1057,1.510314704191e+08,2.800081603757e-05
1058,1.515368761982e+08,2.298233384077e-05
1059,1.517632905522e+08,2.175518378123e-05
1060,1.521528086909e+08,2.128781098745e-05
1061,1.528896767918e+08,2.190160941813e-05
1062,1.534715473818e+08,2.441412168855e-05
1063,1.538052485562e+08,2.337604691835e-05
1064,1.546330400506e+08,2.253152689257e-05
1065,1.549464552093e+08,2.303249981154e-05
1066,1.550370581690e+08,2.231898744707e-05
1067,1.553839610441e+08,2.139972994571e-05
1068,1.556922146482e+08,2.388129633346e-05
1069,1.562468500373e+08,2.351465973367e-05
1070,1.570172351539e+08,2.241657609721e-05
1071,1.571535184118e+08,2.368341095185e-05
1072,1.576377033360e+08,2.296631877696e-05
1073,1.582466259075e+08,2.254543224692e-05
1074,1.587798382352e+08,2.356057342269e-05
1075,1.592531984727e+08,2.451208944765e-05
1076,1.595742945814e+08,2.328132978092e-05
1077,1.605305962114e+08,2.307295052843e-05
1078,1.608196943225e+08,2.412771298668e-05
1079,1.612972991328e+08,2.392776150678e-05
1080,1.619402726852e+08,2.321330587722e-05
1081,1.622328497563e+08,2.076913539920e-05
1082,1.625224373595e+08,2.308475864037e-05
1083,1.629950341266e+08,2.229581001946e-05
1084,1.631797925732e+08,2.281643256164e-05
1085,1.637035116317e+08,2.085712585248e-05
1086,1.640781966906e+08,2.407991884597e-05
1087,1.649827532222e+08,2.339509332205e-05
1088,1.652213037470e+08,2.464492803258e-05
1089,1.663447862861e+08,2.830118661751e-05
1090,1.664587891518e+08,2.313677990255e-05
1091,1.673477773410e+08,2.331773302209e-05
1092,1.674675633186e+08,2.058557914308e-05
1093,1.677481215752e+08,2.082723611889e-05
1094,1.687859147284e+08,2.477707076608e-05
1095,1.694480193723e+08,2.417881790658e-05
1096,1.699055070255e+08,2.381523772774e-05
1097,1.701767755086e+08,2.566806629888e-05
1098,1.709377067956e+08,2.470586821904e-05
1099,1.716182668519e+08,2.668487014955e-05
1100,1.718882635400e+08,2.538851452304e-05
1101,1.727336679595e+08,2.509843124604e-05
1102,1.735723989274e+08,2.334513032495e-05
1103,1.744054048001e+08,2.598410008662e-05
1104,1.751110676125e+08,2.351476802672e-05
1105,1.759195210287e+08,2.502786227634e-05
1106,1.762244226339e+08,2.849723295216e-05
1107,1.763888665492e+08,2.101969247862e-05
1108,1.769797026280e+08,2.392744694966e-05
1109,1.775407908009e+08,2.454798969716e-05
1110,1.778447855509e+08,2.629783781510e-05
1111,1.785198220681e+08,2.424324631115e-05
1112,1.791298618410e+08,2.451044217928e-05
1113,1.793205597692e+08,2.196690742368e-05
1114,1.798164331041e+08,2.439552550360e-05
1115,1.807287348371e+08,2.635974247800e-05
1116,1.810508331991e+08,2.334787875636e-05
1117,1.817131441365e+08,2.950433671730e-05
1118,1.823310344172e+08,2.650787894296e-05
1119,1.833720015154e+08,2.197733200586e-05
1120,1.841221150350e+08,2.174383964795e-05
1121,1.845038727538e+08,2.404003629000e-05
1122,1.847927420719e+08,2.397261845991e-05
1123,1.859851165355e+08,2.368698739832e-05
1124,1.871306650127e+08,2.380358112561e-05
1125,1.882606804150e+08,2.398758262606e-05
1126,1.892889680642e+08,2.759387069640e-05
1127,1.895890802872e+08,2.495864440606e-05
1128,1.905472816301e+08,2.617798714392e-05
1129,1.908575319861e+08,2.569452132835e-05
1130,1.917555546232e+08,2.684855654134e-05
1131,1.921263772148e+08,2.417828268199e-05
1132,1.924485697606e+08,2.528839117207e-05
1133,1.933071879380e+08,2.372105572297e-05
1134,1.940077200174e+08,2.367905552977e-05
1135,1.948318972989e+08,2.331517273437e-05
1136,1.952004627216e+08,2.511021607432e-05
1137,1.969518015633e+08,2.378208064836e-05
1138,1.972870352749e+08,2.428766510790e-05
1139,1.977327391179e+08,2.423903372302e-05
1140,1.979004739247e+08,2.484431413192e-05
1141,1.989635473646e+08,2.306332307126e-05
1142,1.992414123741e+08,2.530171427909e-05
1143,2.003652659416e+08,2.560588781801e-05
1144,2.006708507080e+08,2.121150113244e-05
1145,2.013605152055e+08,2.589208218715e-05
1146,2.026130761275e+08,2.608328050772e-05
1147,2.030609349827e+08,2.124571126680e-05
1148,2.043980959463e+08,2.304419107310e-05
1149,2.055742591314e+08,2.062184748906e-05
1150,2.061883256082e+08,2.595024983206e-05
1151,2.069303659599e+08,2.402462184455e-05
1152,2.078765685041e+08,2.524527482723e-05
1153,2.083244663237e+08,2.178310725805e-05
1154,2.088407851874e+08,2.258228872626e-05
1155,2.097286568793e+08,2.674434371142e-05
1156,2.102555890148e+08,2.732181936021e-05
1157,2.118398509480e+08,2.652998564332e-05
1158,2.134583568605e+08,2.837085814442e-05
1159,2.138391401632e+08,2.637893170887e-05
1160,2.140514302982e+08,2.324273080589e-05
1161,2.145449414697e+08,1.847262596447e-05
1162,2.159500805780e+08,2.432948010770e-05
1163,2.173246806406e+08,3.077722816814e-05
1164,2.181809282731e+08,2.264702746680e-05
1165,2.194276484991e+08,2.752285087460e-05
1166,2.204573979041e+08,2.659406955847e-05
1167,2.211320840419e+08,3.344035993494e-05
1168,2.217645508585e+08,2.537940938553e-05
1169,2.223683317782e+08,2.609569146451e-05
1170,2.244291379256e+08,2.510305877363e-05
1171,2.253331486992e+08,2.208974132953e-05
1172,2.256943985416e+08,2.078941554762e-05
1173,2.266760483082e+08,2.604466781714e-05
1174,2.276315704661e+08,2.429010821686e-05
1175,2.280175461746e+08,2.326584495904e-05
1176,2.283059620283e+08,2.181327472863e-05
1177,2.297367294153e+08,2.640248440324e-05
1178,2.308238007450e+08,2.255496477000e-05
1179,2.317037987889e+08,2.258756707115e-05
1180,2.328895753782e+08,2.763503744156e-05
1181,2.335527225412e+08,2.798063634053e-05
1182,2.339477131690e+08,2.606914940601e-05
1183,2.352202131729e+08,2.561004806742e-05
1184,2.358682381825e+08,2.574903179010e-05
1185,2.371139921890e+08,2.336859917849e-05
1186,2.378439560394e+08,2.725776538584e-05
1187,2.393518727244e+08,2.837130799106e-05
1188,2.405276687742e+08,2.562441742003e-05
1189,2.421549724408e+08,2.580278668887e-05
1190,2.424945955656e+08,2.133102772021e-05
1191,2.429991665159e+08,2.601518284334e-05
1192,2.440561566544e+08,2.884895447453e-05
1193,2.451506775872e+08,2.374592164271e-05
1194,2.462196207650e+08,2.151199589206e-05
1195,2.463146232299e+08,2.384688336427e-05
1196,2.473122410578e+08,2.216991311361e-05
1197,2.477849459674e+08,2.576176828361e-05
1198,2.483218325520e+08,2.242437628331e-05
1199,2.492131095662e+08,2.483444763332e-05
1200,2.495685636276e+08,2.305033087415e-05
1201,2.518325217095e+08,2.063560485046e-05
1202,2.520841313342e+08,2.508714923002e-05
1203,2.527129128811e+08,2.088002688422e-05
1204,2.531615938584e+08,2.284417371540e-05
1205,2.535716675889e+08,2.391096491206e-05
1206,2.541662622137e+08,2.314296802944e-05
1207,2.548713331529e+08,1.911617241290e-05
1208,2.560085634267e+08,2.386823478747e-05
1209,2.575024384992e+08,2.557192608739e-05
1210,2.579956716736e+08,2.497248456724e-05
1211,2.598434862060e+08,2.384802491814e-05
1212,2.602000559247e+08,1.559428050395e-05
1213,2.610208923742e+08,2.530423342266e-05
1214,2.612102323246e+08,1.852364797646e-05
1215,2.618534027600e+08,2.587940453404e-05
1216,2.620714023469e+08,2.242094093809e-05
1217,2.631158009728e+08,2.572435629547e-05
1218,2.637066402515e+08,2.391730837966e-05
1219,2.642347271987e+08,2.097570622070e-05
1220,2.648873215027e+08,2.314770870502e-05
1221,2.653346266872e+08,2.262873566490e-05
1222,2.663303446732e+08,2.365475012934e-05
1223,2.670610756280e+08,2.297471440907e-05
1224,2.671779554447e+08,1.640707710340e-05
1225,2.686753827186e+08,2.276146507786e-05
1226,2.694754195638e+08,2.506756551358e-05
1227,2.700682304622e+08,2.473259891307e-05
1228,2.704843742030e+08,1.669993748842e-05
1229,2.719023804911e+08,2.247502980504e-05
1230,2.728626819747e+08,2.037945998885e-05
1231,2.737252413742e+08,2.686970428264e-05
1232,2.743327675084e+08,2.556073558684e-05
1233,2.749053415883e+08,2.484786934800e-05
1234,2.761437425898e+08,2.444633346895e-05
1235,2.768644390056e+08,2.129631223355e-05
1236,2.771926637599e+08,2.182042521270e-05
1237,2.782450383470e+08,2.514781290638e-05
1238,2.787070285497e+08,2.352210833758e-05
1239,2.791382910355e+08,2.284290524384e-05
1240,2.798655742622e+08,2.417848384138e-05
1241,2.804352051699e+08,2.225678660843e-05
1242,2.811792118907e+08,1.787738052788e-05
1243,2.822235347212e+08,2.551018911226e-05
1244,2.825944869602e+08,2.371986407119e-05
1245,2.833846228784e+08,2.354443037207e-05
1246,2.841393233567e+08,2.449388052005e-05
1247,2.856744128823e+08,2.598950113175e-05
1248,2.875316229660e+08,2.305104145694e-05
1249,2.878233061736e+08,1.942258457478e-05
1250,2.882139391240e+08,2.501511432673e-05
1251,2.888379296726e+08,1.960581813918e-05
1252,2.900426288238e+08,2.273216413191e-05
1253,2.904149950731e+08,2.231356473899e-05
1254,2.911418012895e+08,1.948831778640e-05
